timestamp,wire_part_vacuum_foil_level_set_point,exhaust_fan_3_burner_temperature_set_point,paper_machine_speed_set_point,primary_screen_reject_flow_rate_set_point,turbo_3_vacuum_control_output_set_point,shoe_press_hydration_tank_level,low_pressure_steam_flow_rate_set_point,air_dryer_temperature_set_point,jw_ratio_volume_flow,3p_load_top_side_set_point,mix_pipe_flow_set_point,top_dryers_steam_pressure_set_point,spray_starch_standby_pump_rate_set_point,paper_substance_weight,paper_brightness_top_side,luminance_value_top_side,luminance_value_bottom_side
21,-5.874437604631696,40.39491356313693,439.3129359654018,1800.4769345238096,90.24192326706216,89.30668494814918,41.53872934977213,42.02406238374256,94.05616760253906,10.0,2011.7448207310267,0.343168006056831,82.00499725341797,273.4,91.71,92.48,90.48
22,-5.982879229954311,40.47125941486704,428.3819391159784,1799.4679710751489,90.19616489421499,89.3209486461821,40.92143013363793,42.03296116420201,93.36767578125,10.0,1995.8137613932292,0.31690985957781476,82.00499725341797,273.4,91.71,92.48,90.48
23,-6.075799033755348,40.13631963326806,425.09141031901044,1796.7239467075892,90.18795818483242,89.3334732055664,40.37368865240188,41.733387720017205,93.81412142799014,10.0,2004.106468563988,0.3779316445191701,82.01252516335894,278.0,91.72,92.57,90.53
24,-5.309859911600749,39.15721098466294,425.08546375093005,1796.8283110119048,90.18157518864598,89.3432130359468,40.45959145682199,41.780463264102025,93.94248417445591,10.0,1995.2356596447173,0.4887093717143649,82.00227988501317,283.4,91.67,92.5,90.52
25,-4.794393198830741,38.615102276002276,425.0793050130208,1799.1989920479912,90.17496422831,89.3528823852539,40.30051531110491,41.8166371300107,94.07543182373047,10.0,2050.368873232887,0.4762846032778422,82.00530135054734,280.6,91.74,92.54,90.5
26,-4.802027429853167,37.88547362481681,425.0716552734375,1799.9169166201636,90.106439981561,89.35686492919922,40.35613850184849,41.85942023141043,94.24047015962147,10.0,2039.9919259207588,0.4640956535225823,82.72881937711713,287.4,91.58,92.4,90.3
27,-4.750154813130696,37.16074551417506,425.0640113467262,1797.633568173363,90.1545425180524,89.35979461669922,40.84304864065988,41.86879693894159,95.66915966215588,10.0,2036.5367838541667,0.4878115895248595,82.04041697226359,282.8,91.62,92.31,90.14
28,-4.775165921165829,36.02568123779496,425.0555129278274,1804.5301455543154,90.1182428790849,89.36305164155506,41.09143338884626,41.84826896304176,95.66624087379093,10.0,2029.5644473121279,0.4861953684261867,82.03284905145188,284.0,91.54,92.32,90.14
29,-4.934602487654913,35.526251217667074,425.0470203218006,1804.107654389881,90.06227415073839,89.36630757649739,40.670320964994886,41.67191351027716,95.66332172212147,10.0,2015.2724900018602,0.4598321048986344,82.02528113064015,280.8,91.64,92.39,90.2
30,-4.802948474884033,34.873759506624815,425.03830973307294,1793.1089564732142,90.0049062041832,89.36964561825707,40.977416447230745,41.848706926618306,95.6603299095517,10.0,2032.7754603794642,0.3067629805633,82.01752401180818,280.6,91.57,92.28,90.2
31,-4.775164036523728,33.77272775199549,425.030029296875,1794.4435977027529,89.95356831376418,89.37282053629558,40.86867250714983,41.89973867507208,95.65748414539155,10.0,2010.955822172619,0.3094670942851475,82.01014528901678,280.8,91.54,92.32,90.24
32,-4.94045200802031,33.436882482480144,425.0221673874628,1794.7196451822917,89.9898222887525,89.37583196730841,40.683157421293714,41.84638413928804,95.654784429641,10.0,2011.5192929222471,0.3024629311902182,82.00314496226595,284.8,91.54,92.37,90.29
33,-5.35256898970831,33.0705361147507,425.01473563058033,1788.3423025948662,89.86491544631815,89.37868245442708,41.319119044712615,41.79591369628906,95.65223076230004,10.0,2009.9148704892114,0.32908953655333745,83.43955773832818,285.4,91.47,92.32,90.25
34,-5.39644363948277,32.1124102562034,425.0072980608259,1800.3842715308779,89.85061610043779,89.38153076171875,41.02551868983677,41.76212492443266,95.64967673165458,10.0,1994.3235793340773,0.42667280492328463,82.1470167980622,280.2,91.59,92.32,90.22
35,-5.487379369281587,31.75994942356598,424.9932599748884,1805.576148623512,89.87225963558453,89.38446299235027,41.12225051153274,41.79609244210379,95.64704967680431,10.0,2001.7405482700892,0.4234104539666857,82.13519068346407,284.6,91.65,92.35,90.29
36,-5.526806854066395,31.690367087644507,424.92134748186385,1795.0227864583333,89.85006420664239,89.3874740600586,41.10545094807943,41.831923530215306,95.64434996105376,10.0,1998.7989618210565,0.4173931011131832,82.12303606568264,279.4,90.57,92.2,90.32
37,-5.676203546069917,30.82378912139729,424.8460170200893,1802.1750081380208,89.82786877770025,89.39048767089844,41.79334313528879,41.855748312813894,95.6416498819987,10.0,1989.257335844494,0.4056221715041569,82.11088144790122,283.4,91.58,92.36,90.25
38,-5.565132527124314,30.932910074293204,424.77069091796875,1804.6320219494048,89.8056733487581,89.39312271844773,41.30907476515997,41.838477725074405,95.63895016624814,10.0,1994.8763660249256,0.3802048549765632,82.09872683011982,283.8,91.62,92.33,90.25
39,-5.664259955996559,30.23090674035421,424.6973964146205,1802.1145542689733,89.78407779627385,89.39499192010788,41.67796434674944,41.82150250389462,95.6341810680571,10.0,1929.6606619698662,0.4013341835566929,82.08690071552167,284.6,91.83,92.4,90.3
40,-5.323847225734165,29.724453643925557,424.62410627092635,1795.0847865513392,89.76030812209889,89.39685966855004,40.85162226359049,41.804527282714844,95.60898008800689,10.0,1940.0969703311011,0.39161165839149836,82.07507460092351,283.0,91.63,92.29,90.26
41,-5.73978837331136,29.372496081678275,424.5508117675781,1804.3558465866815,89.72840536394769,89.39872741699219,40.870043073381694,42.02885146368118,96.44691249302456,10.0,1955.0914132254463,0.38480041708265034,82.06324848632538,281.6,91.77,92.42,90.24
42,-5.760497115907215,28.776823663840123,424.47752162388394,1798.3456159319196,89.6966862468429,89.40059589204334,40.98082079206194,42.13505009242466,93.77352941603888,10.0,1961.8278227306548,0.37497410603931974,82.05142237172724,283.2,91.7,92.46,90.21
43,-5.554078874133882,29.42439159286224,424.40626307896207,1802.9310825892858,89.68045535950333,89.40241241455078,41.0025376819429,42.06652377900623,93.68883114769345,10.0,1958.1866745721727,0.39360628667331876,82.03992476031237,284.6,91.81,92.46,90.19
44,-5.686369487217495,29.452838956054638,424.33093697684154,1793.417003813244,89.6666129807162,89.40433211553665,40.813762846447176,41.9646121433803,95.37206159319196,10.285714285714286,1957.0797758556548,0.39434312496866497,82.02777014253095,283.8,91.31,92.29,90.21
45,-5.260702587309337,25.85845045747732,418.2235339936756,1799.622581845238,88.98828417430337,88.46465192522321,45.28734225318546,41.49047651745024,94.70279693603516,12.0,1989.9366920107886,0.7986735957009452,82.0,284.4,91.5,92.36,90.32
46,-5.174168109893799,28.394191915286495,410.07976713634673,1796.6866861979167,89.4356124619852,89.19173068091983,41.305231366838726,42.641187032063804,94.77063605898903,12.0,1911.849132719494,0.45524358465558007,82.0,283.6,91.21,92.24,90.35
47,-5.2386790457225985,30.36780031077044,409.52796427408856,1802.7535516648065,89.50708792329185,89.21175675165085,42.97194290161133,43.22833560761951,95.18819645472935,12.0,1933.6337076822917,0.5702283921695891,82.0,287.2,91.68,92.29,90.26
48,-5.2125051362173895,32.41992755929639,409.0044570196243,1796.6547154017858,89.5748979763264,89.23075576055618,38.890695117768786,42.05955378214518,95.80360012962704,12.0,1928.602318173363,0.41305385459037053,82.0,287.8,91.63,92.35,90.16
49,-5.133847554524739,39.9969358555759,415.94850086030505,1803.9339018322173,90.24127633921451,89.48680332728794,32.315722601754324,42.065838950020925,95.38612583705357,14.0,1830.1112874348958,0.11973790092659849,82.02819582018871,275.6,91.41,92.42,90.31
50,-5.242554482959566,40.16133571246877,420.60643223353793,1800.8208763485864,90.27230567084916,89.47702280680339,33.722789401099796,41.55536142985026,96.26755850655692,10.0,1801.914562406994,0.0591446763525406,82.02537772805077,272.6,91.57,92.43,90.29
51,-5.339743591490246,40.07385550996204,425.23673938569567,1803.335437593006,90.30660124791905,89.46621340797061,35.280280521937776,42.21788733346121,98.48086802164714,10.0,1837.251255580357,0.2859449940068381,82.02226299463513,268.2,91.39,92.37,90.18
52,-5.125271411169143,40.5484293742441,429.8748779296875,1800.8457612537202,90.34008026363014,89.45566122872489,34.9468739827474,41.87602833339146,99.61191086542038,10.0,1838.2268240792412,0.32914928169477553,82.01922242153893,276.0,91.37,92.38,90.33
53,-5.250349907647996,39.3653551116706,430.29804048084077,1799.5927734375,90.35079104864461,89.44510904947917,34.963025410970054,41.66606830415272,99.78088814871651,10.0,1861.1651262555804,0.2721631484372275,82.01618184844271,275.2,91.26,92.46,90.38
54,-4.975875377655029,38.6843438271863,430.7108866373698,1796.394252232143,90.30402320797411,89.434814453125,35.00852730160668,41.969818115234375,99.94574265252976,10.0,1864.3249569847471,0.2581161650873366,82.01321543566594,272.6,91.25,92.43,90.07
55,-4.912934893653507,38.16175687070665,433.1275009881882,1805.8732852027529,90.25725536730363,89.42451913016183,35.291875566755024,41.987174806140715,100.4128668648856,10.0,1862.7569638206846,0.24219562539032524,82.01024902288914,270.8,91.19,92.4,89.98
56,-4.898814246768043,37.137171529867615,434.7258111862909,1804.9014311290923,90.2069257634015,89.41422489711216,36.022271474202476,41.9990960984003,100.64622352236793,10.0,1863.287109375,0.35047066353616263,82.00728261011236,273.0,91.19,92.41,90.03
57,-5.246378671555292,36.366859210639284,434.7512613932292,1801.7882777622767,90.14370319942735,89.40393030075799,36.4390504019601,41.8758659362793,100.59222121465774,10.0,1724.8656761532739,0.36307255568958463,82.00431619733556,275.4,91.25,92.49,89.97
58,-4.878325167156401,35.45072106725145,434.76907639276413,1801.3574509393602,90.099421238547,89.39672342936198,35.92546662830171,41.90897750854492,100.5544197445824,10.0,1658.697474888393,0.28725494089580716,82.00223970839183,275.4,91.12,92.4,89.98
59,-4.800446714673724,34.32665939180098,434.7945251464844,1802.0679989769346,90.03616129443219,89.38642883300781,35.53134137108212,42.01529239472889,100.5004178001767,10.0,1646.8199753534227,0.2234234369936443,82.00057387524099,275.0,91.17,92.44,89.8
60,-5.126432146344866,33.223220183126884,434.8199739002046,1800.5027378627233,89.97290135031737,89.38377053397042,36.15137045724051,41.8437614440918,100.44641549246651,10.0,1657.5972319103423,0.2625326152358736,82.00290999181546,276.6,91.14,92.47,89.83
61,-5.311173779623849,33.080878624569834,434.84542410714283,1796.681908017113,89.92861418992958,89.38512674967448,36.369278680710565,41.80223573957171,100.39241354806083,10.0,1655.8040306454614,0.2801502857889448,82.0052473768817,274.6,91.19,92.38,89.83
62,-5.083936350686209,32.814742886416845,434.86641874767486,1798.841564360119,89.90689435251137,89.38624500093006,35.97820826939174,41.8448368254162,99.63785516648065,10.0,1645.6738920665923,0.2155173165457589,82.00717571956136,277.0,91.09,92.31,89.85
63,-5.302820886884417,32.5289646613247,434.8918689546131,1801.0757882254463,89.88056727685296,89.38760121663411,36.2780511038644,41.859579358782085,99.32108306884766,10.0,1515.182872953869,0.18356568259852268,83.45303358695229,274.6,91.06,92.28,89.88
64,-5.253084863935198,31.470125592387202,434.91604759579616,1800.8155924479167,89.85555655497747,89.38888985770089,35.69996624901181,41.790633428664435,99.26688929966518,10.0,1490.8645833333333,0.18711186519690917,81.94910430190991,275.6,91.25,92.42,90.05
65,-5.178491683233352,30.640872669023597,434.942132859003,1799.4822881789435,89.82814492206856,89.39027986072358,35.9805535816011,41.67723846435547,99.20841761997768,10.0,1329.7614281063989,0.19948325838361464,81.95534508640019,274.2,91.07,92.33,90.16
66,-5.252984024229503,30.6328421791579,434.96821957542784,1797.7598876953125,89.78678084710631,89.39167022705078,36.08098420642671,42.32361075991676,99.14994594029018,10.0,1330.6444789341517,0.2084221428348904,81.96158587089046,272.4,91.21,92.34,90.2
67,-5.21612210500808,30.59864967828084,434.993658156622,1802.8124186197917,89.74454075768992,89.39302644275483,36.40039988926479,41.98441133045015,99.09290023077102,10.0,1240.0517519996279,0.22353638708591456,81.96767444112487,277.6,91.33,92.42,90.33
68,-5.19780665352231,30.012628006221284,434.87657528831846,1802.2120826357886,89.70124466603814,89.39441680908203,36.68715722220285,42.13981973557245,99.03442855108352,10.0,1196.3726225353423,0.24482882377647214,81.97391522561514,271.4,91.19,92.29,90.11
69,-4.706550757090251,29.201869465438286,434.7175757998512,1806.419154575893,89.65900457662171,89.39577302478608,36.593308403378444,41.968146369570775,98.97738320486886,10.0,1203.201915922619,0.23325174053510025,81.98000379584954,274.0,91.33,92.31,90.21
70,-4.74938458488101,29.31054520376984,434.5704999651228,1796.0789097377233,89.61993249391155,89.39702787853423,36.438413710821244,42.00527281988235,98.92461685907273,10.0,1269.389392671131,0.22982027062347954,81.98563572331639,277.4844988344988,91.53,92.41,90.42
71,-4.735597020103818,29.019203652980455,434.4075201125372,1800.0030691964287,89.57663640225975,89.39841788155692,36.989520300002326,42.23044204711914,98.86614517938523,10.0,1291.5550362723213,0.25195801967666265,81.99187650780667,277.4,91.48,92.35,90.21
72,-4.793154830024356,29.310546914413916,434.2485162644159,1806.2462448846727,89.1010325299877,89.4054183959961,34.94109072004046,41.84759103684198,98.80909983317058,10.0,1367.0162973630995,0.1648355662113144,81.9979650780411,269.8,91.78,92.39,89.92
73,-3.1714894771575928,35.65991140268375,437.3123590378534,1810.5972609747023,88.0,89.14575958251953,44.84448732648577,44.720947992234,90.31561024983723,13.0,1873.5185546875,0.7844642386549995,39.712802246763594,264.8,89.93,91.87,89.66
74,-3.0049205394018266,38.38885649301049,444.87196568080356,1800.330113002232,89.12794135260256,89.29449935186477,37.86788577125186,42.16183780488514,92.32498786562965,10.0,1832.9283970424108,0.6800480371429807,76.1220080021889,259.4,90.14,91.63,88.89
75,-2.885738179797218,39.851680668672344,444.7330511183966,1804.3462669735864,89.32912163920875,89.33616056896392,36.824357169015066,42.36500967116583,93.42517344156902,10.0,1841.4395403180804,0.5244664890425546,82.0,261.2,89.85,91.7,88.5
76,-2.944160574958438,40.123960141730514,444.60059901646207,1801.1222563244048,89.5209447031821,90.13201976957775,36.527649107433504,43.11119261242094,94.66670154389881,10.0,1800.21337890625,0.49224757722445894,82.0,262.0,90.4,91.82,89.05
77,-3.107508659362793,40.828732077196165,444.4875270298549,1799.8707333519346,89.60108326935844,90.23915100097656,37.55653617495582,43.362489246186755,94.75480797177269,10.476190476190476,1833.013404482887,0.49812686159497216,82.0,263.6,90.64,91.93,89.62
78,-2.990480831691197,41.073875007303485,444.36153738839283,1803.5595761253721,89.63893150731647,90.1163845970517,36.826848711286274,43.262377057756694,94.85298411051433,12.0,1841.6506405784971,0.361353588955743,82.0,263.4,90.71,92.07,89.96
79,-2.7837550185975575,41.08758848126956,444.24200439453125,1800.3160691034227,89.67483880999457,90.1301974341983,36.556729271298366,43.52577590942383,94.94612521216983,12.0,1860.3265845889136,0.35697759900774273,82.0,269.2,90.73,92.24,90.19
80,-2.728166307721819,40.91404019619766,444.1450892857143,1797.7185639880952,89.70395283919308,90.14139593215216,36.05393527802967,43.51553326561337,95.02164495558966,12.0,1858.3263113839287,0.3439870717979613,82.0,263.2,90.92,92.28,90.37
81,-3.9278228282928467,41.069979256567066,444.00940377371654,1803.343715122768,89.74471248007096,90.15707361130487,36.90498769850958,43.027284168061755,96.75772494361514,12.0,1856.41455078125,0.3641979538259052,82.0,265.8,90.8,92.1,90.42
82,-4.216623192741757,40.01426722617794,438.749755859375,1798.5869605654761,89.78159025038902,90.17125956217448,37.03192647298177,42.24952715919132,93.68477448962983,12.0,1848.4278273809523,0.33985526646886555,82.0,265.8,91.04,92.27,90.45
83,-4.233559290568034,39.56450566170996,435.3268083844866,1802.0466366722471,89.8165270854272,90.18469710577102,36.07859547932943,41.79872567313058,92.94517807733445,12.0,1865.6292375837054,0.2840032137575604,82.0,274.6,90.9,92.33,90.51
84,-4.234175182524181,39.540512946471054,435.3622291201637,1799.5126662481398,89.82623176182668,90.1884304228283,35.96252968197777,41.8707157316662,92.94595663888114,12.0,1858.7233828590029,0.2704018538906461,82.0,274.6,90.9,92.33,90.51
85,-4.308164460318429,38.19334517225198,435.49327886672245,1798.400169735863,89.85208822471287,90.20224289667038,36.097480228969026,41.89749091012137,92.94883764357795,12.0,1860.681419735863,0.29539931955791654,82.0,275.2,90.69,92.25,90.44
86,-4.592143558320545,38.75886475168397,435.6207929338728,1800.929454985119,89.82009491776212,90.21568044026692,37.08384450276693,41.87884812127976,92.95164090111142,12.0,1883.6973353794642,0.24704749385515848,82.0,276.2,90.47,92.11,90.22
87,-4.251413935706729,38.328831330674504,449.6435052780878,1800.695568266369,89.78172342284978,90.23098573230561,35.631780715215776,41.85761587960379,94.39949035644531,12.0,1835.0545828683037,0.07016697561457039,82.00010141753047,276.2,90.25,91.99,89.88
88,-4.428308327992757,36.82411993285628,449.79681396484375,1799.6396484375,89.74335192793744,90.2462902977353,35.942998613630024,41.986883799235024,93.49905577160064,12.0,1842.8861258370537,0.0609697912420545,82.05413081594313,266.4,90.56,92.12,89.97
89,-4.440045924413772,35.50597363010851,449.9501211983817,1801.8072742280506,89.70498043302511,90.26159558977399,35.34712400890532,41.97160575503395,93.476319085984,12.0,1831.5826416015625,0.06179688640293618,82.1232007590162,267.0,90.42,92.03,89.9
90,-4.418343385060628,35.401874822412914,449.9987313406808,1800.2472040085565,89.69281386146754,90.26644861130487,35.597228822253996,41.97071693057106,93.48584747314453,12.0,1827.0951043991815,0.07779729596915697,82.14510098486865,267.0,90.71,92.06,89.92
91,-4.458663713364374,35.6206206590971,450.1333443777902,1801.342006138393,89.65912181715427,90.27988760811942,35.50908933367048,41.96825608753023,93.53383309500558,12.0,1827.1285109747023,0.07485000186023255,82.02857939052653,266.0,90.67,92.1,89.9
92,-4.451296579270136,35.367228471308344,450.27169509161087,1799.6387881324404,89.62449388272118,90.2833480834961,36.02720024472191,41.965726761590865,93.58770461309524,12.0,1833.2836855933779,0.11275472651634894,81.99137598210758,268.0,90.56,92.01,89.86
93,-4.552010854085286,34.92579173564557,450.41004725864957,1803.5509091331846,89.58986594828811,90.28259531656902,36.19070325578962,42.0087761651902,93.6415764944894,12.0,1853.6306791759673,0.11719481363182972,81.99255364158941,266.6,90.58,92.0,89.87
94,-4.728226071312314,35.64598487295517,450.54839797247024,1800.837681361607,89.56404747949087,90.28184000651042,36.06400444394066,42.082445780436196,93.69544837588356,12.0,1848.3320021856398,0.11924445309809271,81.99373130107125,263.8,90.82,92.08,89.92
95,-4.68447885059175,34.710923328921986,450.6867486862909,1800.6272902715773,89.54921513526118,90.28108723958333,36.09810929071335,42.1561153956822,93.74932025727772,12.0,1853.9067440941221,0.12090860768443058,81.99490896055308,266.0,90.66,92.05,90.04
96,-4.35091631753104,33.8271573974048,458.22313435872394,1804.5075392950148,89.53398191686313,90.28031412760417,34.90850221543085,42.208275567917596,94.08676256452289,12.0,1819.9656517392114,0.07171050060562607,81.99611844866955,266.0,90.78,92.09,90.15
97,-4.6964933304559615,33.653345832688494,450.32855224609375,1801.800769624256,89.41211616967861,90.27405439104352,36.617764064243865,42.059467134021574,93.85797882080078,12.0,1802.1332368396577,0.13585297302121205,81.97976487673166,263.2,90.93,92.06,90.12
98,-4.6378865242004395,33.461611196228844,450.08619907924106,1799.3633103143602,89.39631868396157,90.27288782028924,35.58162943522135,42.11604072934105,93.76852598644439,12.0,1614.5602736700148,0.06141738061394008,81.98417241654518,263.0,91.13,92.22,90.32
99,-4.534625280471075,33.68975715667756,449.81961350213913,1797.2884463355654,89.39451051547645,90.27160390218098,35.92190424601237,42.16276150658017,93.67012859526135,12.0,1590.5883498418898,0.06344973615237641,83.05615384682619,267.2,91.47,92.33,90.53
100,-4.516283580235073,34.14700406071542,449.57120622907365,1797.7691592261904,89.39523813519327,90.27040754045758,36.06879951840355,42.20335933140346,93.5784396216983,12.0,1599.9190266927083,0.08420203200408387,82.01428765569248,262.6,91.35,92.31,90.57
101,-4.47751369930449,35.223173267275826,449.34703136625745,1800.6734212239583,89.39589476762065,90.26932816278367,35.80563717796689,42.21835962931315,93.49569702148438,12.0,1605.4872349330358,0.06870255424153233,82.01339392468408,267.0,91.35,92.41,90.57
102,-4.425703684488933,36.050267541453174,449.128914969308,1801.2717924572173,89.39653365322566,90.26827748616536,35.75142397199358,42.20182545979818,93.41519019717262,12.0,1615.0661039806548,0.07066739847262697,82.01252434856774,269.8,91.14,92.32,90.49
103,-4.73582649230957,36.971510689411325,436.94934517996654,1801.7805989583333,89.39742099434372,90.26681881859189,36.34594599405924,42.07242002941313,94.69455827985492,12.0,1675.9989129929315,0.09275361307941019,82.01131660396172,269.8,91.16,92.29,90.35
104,-4.682705924624488,37.80370284464487,434.5944446382068,1801.3954787481398,89.39798889265928,90.26588476271857,35.66609609694708,42.16534096854074,95.0314461844308,12.0,1734.073463076637,0.027939198339091826,82.01054364741391,270.8,91.0,92.24,90.36
105,-4.802076930091495,38.577797944835524,425.13875180199034,1802.3260672433037,89.39864552508665,90.01138378324963,36.08848371959868,42.392432803199405,96.86001732235863,12.0,1759.4422549293154,0.037422407310389476,82.00964991640544,270.8,91.15,92.29,90.32
106,-4.77825133005778,39.44572220810504,424.74452718098956,1799.8005312965029,89.399302157514,89.38290368942987,36.41898981730143,42.18107514154343,97.79243650890533,12.0,1740.9304838634673,0.009149519471629008,82.00875618539703,282.4,91.2,92.3,90.31
107,-4.762588319324312,39.82972727292863,424.30768403552827,1801.7468901134673,89.41167882087908,89.345700945173,35.99576786586216,42.581575847807386,98.44417971656436,12.0,1717.665515718006,0.0008465589240326284,82.00776583482009,282.8,91.41,92.33,90.3
108,-4.334370045434861,40.25761971252835,423.87084234328495,1801.229236421131,89.52075107565715,89.55505007789249,36.33139455886114,42.35204841977074,98.87022472563244,12.0,1716.1727876209077,0.004163693194208266,82.0067754842432,284.6,91.1,92.27,90.26
109,-4.298648925054641,40.99549495327925,405.89073544456846,1798.2373337518602,89.6225837009007,89.34258706229073,33.85343878609793,43.0111928667341,96.6999751499721,12.0,1669.956554594494,0.08636091649532314,82.00588175323475,284.6,91.36,92.34,90.35
110,-4.331029676255726,41.545867509494144,404.13553147088913,1795.4891299293154,88.93772901189128,89.33972930908203,34.679397492181685,43.0716305687314,97.17469533284505,12.0,1640.7319742838542,0.11828346408548805,82.00525372603964,286.0,91.16,92.33,90.4
