motor_torque,motor_temperature,motor_speed_set_point,tubing_pressure,gas_flow_rate
578.3895806,91.45764364,2000,20382.81328,0.5086752918
494.3242827,71.63662116,2000,27086.73072,0.5186254492
570.8636465,100,2000,29246.40881,0.1893213981
530.2400562,79.13228993,2000,25456.8326,0.5796915803
478.0202403,70.20999478,2000,25831.24,1
440.0984495,70.20999478,2000,23692.24283,1
122.2447297,74.40005695,2000,25816.53651,0.357633799
598.8206283,62.85296489,2000,30000,0.6360595263
977.387051,62.85296489,2000,29804.93014,0.4276243464
957.6484968,59.49070098,2000,29225.61978,0.5680004178
463.7362712,69.96243105,2000,20000,0.7227510433
516.2762718,78.00487602,2000,26430.26128,0.8995712571
636.5120463,78.00487602,2000,26599.284,0.9199534471
501.7070723,51.10889618,2000,26201.22444,0.2237162817
232.4588036,83.69830181,2000,27467.02356,0.1
790.8652635,76.5343791,2000,22401.16217,0.2989366783
902.2887833,76.5343791,2000,21786.76596,0.9264469212
871.2365211,81.85891606,2000,20805.67458,1
963.4526241,74.66291816,2000,20000,0.7126337117
912.8659357,60.61046716,2000,20301.91061,0.4151342707
870.3410655,68.30498039,2000,29023.47908,0.573065086
1000,99.0080717,2000,25803.0757,0.7164396622
904.0374302,90.9309077,2000,24372.07054,1
993.3865892,90.9309077,2000,23801.81681,0.6270538723
993.3865892,88.91636703,2000,23801.81681,0.6270538723
906.2934968,84.50201836,2000,23198.05944,0.515965329
812.7467603,100,2000,23703.79552,0.2106106191
173.6691901,89.22675586,2000,20000,0.7502429539
212.6417417,89.22675586,2000,21652.32671,0.6401077758
394.6867354,74.39072201,2000,21046.21677,0.8502594677
598.0183496,74.39072201,2000,20266.35007,0.5180683384
100,71.32193508,2000,27539.35493,0.4813382351
529.0476729,71.32193508,2000,28944.43712,0.6177771813
509.9365054,61.0014105,2000,24872.81164,0.318349093
490.4586384,74.5011573,2000,28493.19936,0.3801345874
348.1943792,81.78612911,2000,26056.35373,0.6411967416
599.4610738,67.33908596,2000,24612.24671,0.5624239237
526.3075,73.75986429,2000,21306.30986,0.7766903857
907.6984681,92.19225214,2000,20326.63185,0.4081643525
660.4959108,86.55112499,2000,20126.4704,0.7326623722
933.3923928,66.44938452,2000,22368.49093,0.7457374368
879.6014926,100,2000,21520.82031,0.3479484546
397.4709873,100,2000,20965.21816,0.9460923179
253.225339,82.45452079,2000,20381.96697,0.8070785987
530.5620451,91.74602218,2000,29611.62072,0.8289666328
566.029267,93.97937885,2000,21110.25149,0.6363013503
577.3845164,93.97937885,2000,26565.594,0.6144490112
183.6746479,67.01367462,2000,24354.30719,0.2881018429
324.8415222,79.14188695,2000,25789.60942,0.6534429206
541.0326824,79.14188695,2000,24568.81471,0.3647715395
789.1094679,99.61265444,2000,22279.3424,0.3394736138
688.7501018,91.7065006,2000,27798.4304,0.4239009521
924.8666512,71.71943666,2000,29319.58967,0.8396013537
1000,87.77871163,2000,20506.07158,0.9901824025
406.4062056,73.893226,2000,24153.92762,0.8421638545
100,70.45835504,2000,21662.17619,0.9062506488
344.864865,79.99941132,2000,25766.69583,1
368.8225366,93.26168268,2000,23650.82684,1
368.8225366,93.26168268,2000,23650.82684,1
887.8192374,81.49360469,2000,21827.51894,0.6989534633
562.1231204,73.30193118,2000,23573.58717,0.108438388
435.3853648,80.60679172,2000,22936.14515,0.405918754
165.3115094,68.46218045,2000,25565.00165,0.1275616993
145.3028323,100,2000,29524.30578,0.3619768461
763.2026915,92.936608,2000,30000,0.1394138567
220.2316107,100,2000,27008.50449,0.1
279.6694097,78.63514668,2000,27325.94933,0.3440821365
738.4868751,78.63514668,2000,25779.01602,1
677.8227671,78.97502992,2000,20327.13539,0.6504772877
882.964307,53.10824626,2000,20000,0.9310921221
905.570639,70.1942557,2000,21052.07567,0.9652870867
961.18942,64.47682731,2000,28973.45238,0.9248155609
832.1341334,58.55058015,2000,27477.91963,0.6959401881
971.4085062,58.55058015,2000,23874.49893,0.77889712
787.5189426,56.4003488,2000,25237.75705,0.7955180299
922.0947609,56.4003488,2000,20088.46481,0.9678353884
947.0070475,79.654774,2000,20607.18645,0.9424291242
985.795339,56.98161173,2000,25813.51874,0.8095356979
881.6583211,56.98161173,2000,29104.58179,0.8809286146
247.4363456,74.19591524,2000,21564.53246,0.9946081179
706.222508,93.8648418,2000,22755.47541,0.8861549232
638.9711404,64.4144005,2000,24030.92715,0.9384361222
835.3195849,66.12877001,2000,26486.98183,0.664652638
394.2413582,58.01819939,2000,27620.67811,0.6720580683
610.311419,58.01819939,2000,25659.48769,0.9320347386
952.6786755,78.74261913,2000,22453.47718,0.5865108885
194.5336923,76.118349,2000,27794.62041,0.9176653638
455.7339739,72.35703795,2000,25573.98104,0.9402386447
353.3939166,72.35703795,2000,26976.36922,0.8123915947
801.1113223,57.65588733,2000,26155.99924,0.2288061757
490.6537354,50,2000,28732.65761,0.2214770777
322.9275518,62.09092205,2000,28832.06743,0.3937839799
513.9643084,62.09092205,2000,21007.89081,0.1
513.9643084,69.3036927,2000,21007.89081,0.1
760.7707155,85.38006096,2000,25810.29451,0.7133603633
835.5674654,100,2000,26633.44072,0.7036499565
213.838518,100,2000,23132.27316,0.9138497011
146.1184138,75.06278697,2000,20414.58672,0.9171273111
244.4353144,100,2000,22614.44658,0.5358041201
100,71.8345002,2000,26005.14738,0.3155775872
619.2684256,54.39068907,2000,22930.31265,0.557709201
411.8052548,56.23535938,2000,23923.5046,0.4165898893
589.0374185,56.23535938,2000,24778.13158,0.1
952.7524443,87.05006191,2000,27585.77061,0.240684198
354.1934881,76.55972813,2000,24887.81321,0.4188996779
685.5580125,76.55972813,2000,28898.92561,0.4713790114
604.9165653,52.88419124,2000,27893.40804,0.4676872416
429.4522677,97.31061834,2000,30000,0.6336252267
719.9307479,67.91759907,2000,24700.47307,0.2391710256
387.7392609,51.39551815,2000,22500.21588,0.2666457129
107.4097227,86.97221433,2000,25965.98884,0.376798992
467.0503803,85.1163522,2000,21657.17618,0.2543321875
467.0503803,53.57808423,2000,21657.17618,0.2543321875
1000,66.59028741,2000,24635.49353,0.1
923.1383443,50,2000,21679.78684,0.4327469282
926.5017174,50,2000,24127.34871,0.1
783.1045508,63.68676362,2000,28496.24235,0.1
355.9094015,65.44325042,2000,25374.91642,0.470415342
182.2878574,65.44325042,2000,20668.99837,0.6342632472
417.4923098,55.05505055,2000,23542.55102,0.1777742602
395.3984248,59.89907054,2000,20000,0.1
473.5938711,53.57850893,2000,24497.82917,0.145242924
271.6302067,65.88693015,2000,28206.19999,0.2279828628
399.4285749,65.88693015,2000,24642.65191,0.3649062003
224.0227671,70.37746507,2000,21802.5278,0.2857984602
100,61.61883641,2000,25885.78058,0.1
409.246227,61.61883641,2000,25722.47003,0.5781612724
879.0670311,58.53009909,2000,29570.8217,0.515697946
845.6412104,67.29346082,2000,24792.48562,0.3900347954
788.3274736,67.29346082,2000,20382.54374,0.2938380044
748.1699146,50,2000,20605.25713,0.5612643745
397.2334406,61.1684463,2000,24414.25016,0.5899833973
318.6378918,70.43669149,2000,21214.90471,0.1
632.1966872,58.51189081,2000,23671.52976,0.1662426126
839.5840655,54.41514287,2000,25161.10408,0.2915952759
362.0704232,54.41514287,2000,22902.68733,0.2793884701
723.52593,51.57561636,2000,28330.61531,0.4850333594
633.6614249,56.162041,2000,26495.75644,0.5086157418
779.7164437,68.60612261,2000,27297.56927,0.1689257142
602.4696507,93.83570892,2000,20276.461,0.3791302067
780.6259446,73.14863217,2000,21407.53617,0.2658796053
861.0093989,63.25916014,2000,21239.42845,0.1243199947
942.8384717,77.29761732,2000,20000,0.4793267794
140.4949753,66.1271354,2000,21308.71318,0.323975693
521.0238017,61.46222916,2000,21996.68091,0.3055406411
316.7380386,86.97495844,2000,25342.03975,0.4864230924
775.4622053,78.47010377,2000,26286.78553,0.7671006066
914.0641946,61.29517966,2000,25729.23356,0.5276554568
985.8028788,54.7184876,2000,24416.12374,0.56775296
614.551207,56.09580893,2000,30000,0.5678925053
241.3000052,56.09580893,2000,28949.54506,0.2766652647
266.2575251,100,2000,26851.81638,0.3445850918
307.1058766,87.63486517,2000,30000,0.2117677147
628.7751506,89.81408769,2000,29554.4082,0.8558814486
997.1434313,57.19134064,2000,25711.49125,0.7622155566
437.7909477,52.59218032,2000,23961.69084,0.5874922345
820.2887076,60.31996366,2000,20290.05662,1
736.5422202,60.31996366,2000,22293.35276,0.5034559709
702.6399173,50.61126295,2000,25336.64955,0.1071969684
412.7504772,51.96641499,2000,20206.60592,0.2747869978
217.0871496,63.88870493,2000,21002.8859,0.1196083535
217.5284492,67.53116332,2000,25592.28267,0.1
490.653438,67.53116332,2000,23758.42363,0.4518079246
100,55.56613032,2000,22550.09827,0.544192607
100,57.47837483,2000,22694.70189,0.7937085858
100,57.47837483,2000,21908.31552,0.672826156
572.2683306,68.47904926,2000,24398.33381,0.9536540738
172.5885336,91.06450961,2000,29177.25812,0.9481121697
123.0719393,80.16868337,2000,26350.23068,0.8129485749
336.7575243,99.22694806,2000,26937.18617,0.3356398429
710.6535383,99.22694806,2000,29502.54876,0.3263338942
966.0372365,100,2000,25370.14276,0.2401650213
659.3171267,100,2000,29575.34058,0.2256437131
186.5744027,72.59112254,2000,30000,0.1573330663
615.9017816,99.87629941,2000,29358.27726,0.1765434995
950.1407037,99.87629941,2000,24704.20829,0.6217102925
818.4950816,73.72927735,2000,22149.61737,0.6021929947
894.1944055,65.10007024,2000,23744.03613,0.9122754068
902.2894488,51.55223418,2000,20017.86351,0.2288535786
992.1190291,50,2000,20523.26519,0.1
734.1877115,69.90679467,2000,25417.73473,0.3128073351
699.6837782,69.90679467,2000,22612.24307,0.7374032129
422.2860409,77.67568588,2000,22382.89174,0.5386265988
213.0875145,94.37467588,2000,21235.81352,0.6077944652
457.7992515,50,2000,22571.81906,0.7421126826
497.2589315,76.06998209,2000,25065.21811,0.715938701
239.7345352,86.53709997,2000,28661.3172,0.6566658558
470.6778785,84.57144444,2000,26405.71795,0.6826010568
418.2555897,63.60561239,2000,24559.7836,0.3067023805
344.8085748,63.60561239,2000,29804.95442,0.7990826355
276.4045996,100,2000,24993.47738,0.8952838095
235.2900983,97.93457035,2000,23542.82189,0.5838195546
813.9331587,96.82464062,2000,20000,0.6823585842
401.2728616,73.00259209,2000,26226.55703,0.5695761806
100,73.00259209,2000,27285.16198,0.5094858485
593.0010328,52.5934514,2000,26436.69275,0.2073916647
822.9436715,58.46645404,2000,21159.13762,0.5858994727
639.823737,79.22143683,2000,21991.5284,0.1080535528
742.725878,88.23903582,2000,27543.80914,0.246114962
550.3665581,55.86641178,2000,28610.76073,0.6022370082
851.3946166,51.89883114,2000,25277.02859,0.6708301677
845.9719656,87.04702538,2000,27905.45502,0.8640924825
859.4504327,90.65685582,2000,26623.6337,0.5187129775
851.9639798,75.14247328,2000,25571.50996,0.9108159122
876.9465792,69.47936965,2000,26301.44149,0.8580687787
1000,68.5884739,2000,25273.64839,0.7194555622
970.2804172,64.93701539,2000,26282.72728,0.783156199
862.3046935,64.93701539,2000,22997.39403,0.7944373255
321.5179389,85.92485998,2000,21028.07412,0.7595877574
100,64.77268668,2000,20042.48316,0.8885405573
313.0897234,63.47923009,2000,24078.49659,0.4737623109
993.4972164,61.05298389,2000,20688.43061,0.221600949
993.4972164,61.05298389,2000,20688.43061,0.221600949
630.6726416,50,2000,29144.46075,0.1739145476
936.2182756,85.056908,2000,25489.65272,0.8778163117
515.7953274,91.45098625,2000,26464.89015,0.6591891432
324.996062,50,2000,26350.25869,0.8707296004
585.65478,58.22191384,2000,23630.94803,0.8780310221
924.4728901,67.77031335,2000,30000,0.7794781635
808.4670916,77.05628045,2000,30000,0.6802808112
685.9379642,57.88999115,2000,27694.99842,0.957005065
850.9148105,59.92705094,2000,27006.90579,0.7665603373
854.4440914,71.67941053,2000,30000,0.7745680092
670.508483,66.02357624,2000,25972.57798,0.8503518535
517.4682407,53.02960139,2000,23142.61958,0.940198844
242.4915399,57.12101652,2000,25060.08514,0.9332390648
693.402909,57.12101652,2000,27003.76215,0.6330906349
297.03077,71.18331621,2000,20303.38952,0.7126440352
510.6144911,88.15560602,2000,28866.28455,0.4792616198
214.6878065,87.26213761,2000,21755.05915,0.3832697571
419.8382412,87.26213761,2000,20880.94164,1
548.1821216,82.66761909,2000,20795.11603,0.3713565405
270.9693704,82.66761909,2000,28827.22783,0.5489069352
168.5302696,73.99628329,2000,24940.96338,0.7370976123
449.0571453,56.58387028,2000,29054.74875,0.7288531399
806.0524896,61.80873256,2000,25205.9717,0.6724440248
719.9099734,51.92834091,2000,25344.99764,0.6385857376
924.7406968,84.04973146,2000,21899.77365,0.4347386092
584.6282356,95.90325883,2000,28836.8378,0.2392988796
837.2794222,80.58268827,2000,29653.46202,0.5755111538
867.1119003,66.39568124,2000,27240.9463,0.7061901288
757.8083662,60.85793681,2000,29293.04585,1
380.9555916,100,2000,24818.38587,0.7177971141
100,73.03753734,2000,20941.99227,0.435642178
100,67.17036988,2000,24070.40545,0.2165380119
201.5617432,96.10980233,2000,27351.34588,0.2992001708
453.7846402,96.19315184,2000,25157.6989,0.1926442188
606.6092343,85.78969175,2000,25223.64478,0.7856322612
823.3473725,71.83003522,2000,26239.88725,0.7651078237
742.4194225,75.26471941,2000,22173.80563,0.6414523009
342.1751409,84.85504944,2000,22346.79343,0.8735954125
331.0643597,64.12479404,2000,24486.06438,0.7245893016
116.4987654,63.3214914,2000,25188.51149,0.5334984267
518.8857918,99.65629747,2000,20000,0.1
827.5030447,75.19844468,2000,22415.29336,0.1844860176
610.8920914,59.18491142,2000,21874.40313,0.494090764
895.8906247,88.8602179,2000,25421.90673,0.6826249579
895.8906247,89.20533138,2000,25421.90673,0.6826249579
264.2968602,53.40890235,2000,25453.86249,0.8985419056
290.0029029,66.81308221,2000,26100.54291,0.767599265
503.4656038,71.10734311,2000,21765.9409,0.6960486827
177.5796073,61.08532259,2000,20342.86949,0.524326144
291.3673005,68.41505213,2000,22229.07046,0.4321046994
183.7151239,93.0921577,2000,22535.68911,0.1
757.7442732,100,2000,20208.26082,0.1
100,89.59634818,2000,25305.19134,0.8863419699
100,72.04366208,2000,29392.0232,0.4984673049
308.9128167,72.04366208,2000,25499.93145,0.827062324
308.9128167,64.69088839,2000,25499.93145,0.827062324
613.6832505,75.30954529,2000,22451.15742,0.9552413556
244.5302105,59.9623006,2000,22260.6486,0.9561745444
120.2747974,58.54256312,2000,23977.41802,0.963596898
288.9721146,50,2000,29424.01569,0.5147921053
288.9721146,50,2000,29424.01569,0.5147921053
318.4410441,100,2000,27233.86847,0.3759460754
208.8842712,100,2000,22553.39707,0.7104917034
165.2590352,81.76347735,2000,29151.1584,0.2647547696
426.0920446,88.78884917,2000,24925.90088,0.1925833617
168.43421,96.69234088,2000,28305.63784,0.1764039017
237.6340441,100,2000,24337.73392,0.1020374954
164.5189702,100,2000,27545.44954,0.1
203.5063505,91.94117833,2000,29049.37402,0.1151881618
100,100,2000,27010.39586,0.1
100,87.17641867,2000,25189.35242,0.2409643951
251.3587913,73.5633244,2000,21465.56981,0.6194356614
286.369245,73.5633244,2000,21944.09676,0.5297798963
349.8947639,75.95095496,2000,21198.29849,0.1887971618
498.7947168,88.82689765,2000,22399.62346,1
332.9870133,88.82689765,2000,21645.42214,0.5732849204
467.107641,83.23954514,2000,25011.3977,0.5889834185
463.5546383,93.78473127,2000,24818.07689,0.7020052485
872.1097895,95.15069768,2000,28493.21241,0.6665128876
963.1441608,95.15069768,2000,27145.19806,0.6338483793
906.4014093,93.84785313,2000,26586.06237,0.2124711844
646.0094219,100,2000,29045.53519,0.7459537306
710.6683972,90.30490108,2000,29158.5153,1
886.9316663,67.83559388,2000,21155.07509,0.6671225361
175.4414239,73.75681741,2000,27963.4895,0.5371847038
307.3767802,73.75681741,2000,24374.64007,0.3214158541
547.56469,60.69674398,2000,20434.35103,0.1265388815
825.8557945,69.9086379,2000,25927.70533,0.3363222031
965.5123128,86.27012687,2000,20000,0.7496907874
261.4722765,91.41289423,2000,22215.38416,0.3160619061
894.6166726,93.578836,2000,24425.82492,0.9011599629
805.3876039,73.63748496,2000,27499.42447,0.3950130444
100,70.67761822,2000,28308.37182,0.1
407.3859228,50.92427876,2000,28283.79338,0.3243123002
253.6435241,57.73691252,2000,29682.79139,0.1516778198
100,53.29089635,2000,25904.88958,0.1285982427
306.1048127,87.66584378,2000,24167.12354,0.3061082599
306.1048127,92.11993035,2000,24167.12354,0.3061082599
334.2403943,59.39534717,2000,27127.74899,0.2614992541
294.9164627,82.21792509,2000,29296.63583,0.1810864644
675.6520551,81.5711986,2000,26834.64447,0.240434511
802.0922739,84.38252351,2000,29551.46603,0.4408902662
401.993821,91.42270216,2000,20689.50332,0.5634564042
460.330533,99.24697261,2000,21121.56544,0.8532671372
100,99.24697261,2000,20000,1
729.5737132,77.26069615,2000,23226.8263,0.7338855064
948.0303501,88.53158837,2000,29270.65808,0.1
353.4762274,99.28427256,2000,24827.49704,0.8300178919
448.3969872,99.28427256,2000,25355.06552,1
313.6900905,83.48479279,2000,29569.27928,0.9543776703
686.2387078,96.68609528,2000,26742.11814,0.9247411222
306.7851005,79.14752609,2000,25159.36306,0.6755493684
561.2358101,79.14752609,2000,29079.83151,0.5866811455
904.5561735,71.39721398,2000,25788.51164,0.1
731.774737,67.58255025,2000,26564.04108,0.1479975962
124.6330443,67.35098956,2000,20704.96802,0.2746438553
315.8135498,58.67053988,2000,22293.71767,0.2276525022
581.4389384,100,2000,20756.53871,0.1229726271
171.3894648,76.44002816,2000,23802.07321,0.6410346933
171.3894648,60.37856993,2000,23802.07321,0.6410346933
446.622924,57.42874938,2000,20983.24288,0.1
372.1507871,75.59034194,2000,26966.55175,0.1553779733
1000,55.22603514,2000,24354.21298,0.5741605443
554.1647386,55.22603514,2000,27555.02142,0.9492410654
855.9881754,78.18622275,2000,20841.5686,1
932.865751,80.31130734,2000,22395.2544,0.5055771008
949.9240513,87.19810188,2000,28210.45226,0.1953297675
769.0120492,98.12877809,2000,21212.81833,0.2420695637
950.3168707,55.28358433,2000,26763.7409,0.2092471845
339.9441834,55.87520049,2000,22887.61173,0.7029164724
434.8503793,78.1725926,2000,21803.62738,0.7144546983
817.9406778,78.1725926,2000,22354.04953,0.849806645
723.7033185,70.68872669,2000,20958.0374,0.9448313902
972.7000136,70.68872669,2000,21481.78857,0.9510838374
755.2687941,95.51312292,2000,20127.11591,0.7198773633
248.0522429,99.17229511,2000,27186.42652,0.6496794323
220.1942455,73.5158352,2000,28823.49782,0.5841683707
930.0093023,51.04796137,2000,26693.58905,0.9556342424
901.0915844,60.71089855,2000,25959.66961,0.7242720539
786.6609603,60.71089855,2000,23331.07683,0.5968703487
483.615961,61.12125374,2000,20944.42059,0.565907429
621.1504685,58.34313683,2000,23146.55083,0.2704198961
621.1504685,58.34313683,2000,23146.55083,0.2704198961
1000,82.68247903,2000,22660.17955,0.777188471
389.9641607,95.45711604,2000,28291.79919,0.7429219039
200.7153679,83.15547594,2000,30000,0.9224824312
122.4167242,73.56742729,2000,29069.71635,0.6141786892
448.613934,73.56742729,2000,28866.77306,0.3391590011
651.8699691,50,2000,30000,0.5578519042
492.6672661,60.49433227,2000,29806.39287,0.9347570725
1000,74.75559047,2000,25229.06076,0.5307519417
872.3068685,53.36906789,2000,30000,0.2714155863
727.084092,53.36906789,2000,28402.41987,0.3321613468
818.4437543,51.8855247,2000,28408.03668,0.1809733685
966.8239758,89.10752099,2000,28321.97691,0.833007621
692.3535424,90.60452749,2000,30000,0.793522297
854.5797405,85.47632346,2000,29844.65345,0.5556944626
864.2110905,54.3756641,2000,27216.69011,1
100,62.26188567,2000,28380.70183,0.1616829397
296.71199,61.94989384,2000,30000,0.8396192752
693.4170004,73.28713062,2000,29774.41797,0.8412382709
557.6239439,83.60639663,2000,29139.31803,0.7961522588
889.717167,63.76947648,2000,25454.00963,0.5101295316
328.0215802,74.67009651,2000,28392.36752,0.3010568599
100,79.77011865,2000,25510.91757,1
300.1434949,89.59851408,2000,29205.59899,0.94548165
264.2559472,94.39378681,2000,20000,0.3311003089
561.1250513,100,2000,26374.2121,0.3019489479
941.3984321,96.00853739,2000,21045.1008,0.9274933844
951.4542111,99.91619677,2000,27800.69366,0.1042772591
935.7768398,80.85525744,2000,26409.36823,0.7168800063
750.0014775,91.39914871,2000,26720.01138,0.9669594317
750.0014775,91.39914871,2000,26720.01138,0.9669594317
995.949865,89.78094868,2000,27246.89992,0.4332622841
787.1459293,89.78094868,2000,26027.7589,0.9819597513
958.2350256,90.70124937,2000,24855.18541,0.8216347157
640.1305312,92.15225072,2000,27840.72036,0.8956101475
1000,74.49187435,2000,26433.57384,0.4896402622
761.9832824,84.61208245,2000,29011.48448,0.1
830.6149127,94.80774629,2000,29871.61109,0.3748162427
922.1933738,94.80774629,2000,26134.52514,0.5292609504
874.6179938,80.51771406,2000,25760.30816,0.6557982462
475.1129474,60.70697704,2000,26003.56768,0.9595974548
803.518748,50.43725792,2000,21919.37122,0.9120026506
847.4367158,84.66879987,2000,22982.48451,0.7159737123
507.8750807,84.66879987,2000,23917.50531,0.9176693423
100,100,2000,22533.70265,0.9453065877
179.4559837,94.60418371,2000,21468.40531,0.8030239205
469.3190222,71.34858864,2000,21525.8058,0.8855569572
271.0295506,54.16523169,2000,21263.9511,0.7333956168
100,52.16757035,2000,21186.298,0.8400690651
592.4128179,66.34009122,2000,22200.24468,0.9663348512
1000,66.34009122,2000,29718.75869,0.8243353331
638.4979869,75.64997801,2000,28371.5841,0.4055047029
433.8563639,75.64997801,2000,20167.69234,1
100,70.65022132,2000,27129.45456,0.9435862277
488.4433319,61.31614112,2000,27944.79262,0.5127411366
556.7973031,61.31614112,2000,30000,0.2802922078
512.7199813,61.8239206,2000,22618.88122,0.8430013934
635.3131395,56.80741715,2000,22589.5004,0.5881651637
531.2839303,51.60971896,2000,23657.79757,0.715137959
439.9040818,51.60971896,2000,28481.09422,0.6109153823
600.7636672,78.82305793,2000,26720.00127,0.685402831
137.195332,67.65789159,2000,20454.50085,0.9354554917
385.9314097,66.5036496,2000,20000,0.4032960496
722.4360195,66.5036496,2000,22407.19295,0.406765173
380.7184761,57.73164211,2000,23495.74888,0.3995116564
507.0119277,54.98104743,2000,24068.79911,0.3588772185
954.7260341,59.09389235,2000,27134.13313,0.7632586837
910.7619602,62.97754354,2000,25929.84825,0.583254301
974.8768426,62.97754354,2000,21338.59266,0.7937748493
841.9993943,96.35082084,2000,20896.64371,0.8399426895
431.6008052,77.93266603,2000,22198.92617,0.8648887368
853.2000973,96.03429098,2000,24932.19141,0.9479042407
350.1354137,86.49717062,2000,29749.49849,0.288951091
220.6463166,95.96554124,2000,25466.62076,0.3730951154
510.1105069,95.26716135,2000,28567.97337,0.7311701851
953.0487206,95.26716135,2000,23308.5037,0.2279337777
664.9533812,93.16529083,2000,24813.76162,0.1907057678
952.5201652,59.88114263,2000,26282.64358,0.1620516349
574.3397333,59.14034985,2000,26979.72593,0.2559672546
730.6863505,52.31543171,2000,27981.08318,0.3597908705
998.0047736,57.41419313,2000,27045.71539,0.2164454496
683.180387,96.34965164,2000,29066.451,0.7618243249
683.180387,96.34965164,2000,29066.451,0.7618243249
