timestamp,motor_temperature,motor_speed_set_point
2024-05-20 20:32:35,55.57,
2024-05-20 20:32:40,58.37,
2024-05-20 20:32:45,50.26,
2024-05-20 20:32:50,57.87,
2024-05-20 20:32:55,80.46,
2024-05-20 20:33:00,72.29,
2024-05-20 20:33:05,68.97,
2024-05-20 20:33:10,58.08,
2024-05-20 20:33:15,77.14,
2024-05-20 20:33:20,60.0,
2024-05-20 20:33:25,59.81,
2024-05-20 20:33:30,56.04,
2024-05-20 20:33:35,77.44,
2024-05-20 20:33:40,76.95,
2024-05-20 20:33:45,59.16,
2024-05-20 20:33:50,82.72,
2024-05-20 20:33:55,78.75,
2024-05-20 20:34:00,61.73,
2024-05-20 20:34:05,62.62,
2024-05-20 20:34:10,61.76,
2024-05-20 20:34:15,70.48,
2024-05-20 20:34:20,60.95,
2024-05-20 20:34:25,62.72,
2024-05-20 20:34:30,60.91,1576
2024-05-20 20:34:35,71.1,
2024-05-20 20:34:40,80.41,
2024-05-20 20:34:45,55.26,
2024-05-20 20:34:50,81.8,
2024-05-20 20:34:55,50.8,
2024-05-20 20:35:00,58.1,
2024-05-20 20:35:05,82.3,
2024-05-20 20:35:10,50.61,
2024-05-20 20:35:15,64.27,
2024-05-20 20:35:20,66.04,
2024-05-20 20:35:25,69.11,
2024-05-20 20:35:30,77.4,
2024-05-20 20:35:35,78.8,
2024-05-20 20:35:40,62.38,
2024-05-20 20:35:45,82.06,
2024-05-20 20:35:50,65.72,
2024-05-20 20:35:55,52.69,
2024-05-20 20:36:00,62.43,
2024-05-20 20:36:05,82.26,
2024-05-20 20:36:10,61.23,
2024-05-20 20:36:15,63.01,
2024-05-20 20:36:20,67.51,
2024-05-20 20:36:25,76.01,
2024-05-20 20:36:30,84.93,
2024-05-20 20:36:35,56.08,
2024-05-20 20:36:40,60.16,
2024-05-20 20:36:45,66.69,
2024-05-20 20:36:50,60.4,
2024-05-20 20:36:55,78.58,
2024-05-20 20:37:00,50.45,
2024-05-20 20:37:05,73.95,
2024-05-20 20:37:10,75.84,
2024-05-20 20:37:15,50.31,
2024-05-20 20:37:20,80.5,
2024-05-20 20:37:25,54.28,
2024-05-20 20:37:30,67.53,
2024-05-20 20:37:35,67.57,
2024-05-20 20:37:40,78.49,
2024-05-20 20:37:45,64.03,
2024-05-20 20:37:50,84.95,
2024-05-20 20:37:55,74.36,
2024-05-20 20:38:00,76.42,
2024-05-20 20:38:05,74.26,
2024-05-20 20:38:10,66.27,
2024-05-20 20:38:15,76.95,
2024-05-20 20:38:20,80.48,
2024-05-20 20:38:25,65.69,
2024-05-20 20:38:30,62.29,
2024-05-20 20:38:35,65.89,
2024-05-20 20:38:40,77.78,
2024-05-20 20:38:45,59.8,
2024-05-20 20:38:50,76.06,
2024-05-20 20:38:55,75.25,
2024-05-20 20:39:00,64.0,
2024-05-20 20:39:05,79.03,
2024-05-20 20:39:10,63.28,
2024-05-20 20:39:15,50.67,
2024-05-20 20:39:20,69.3,
2024-05-20 20:39:25,79.52,
2024-05-20 20:39:30,57.85,1392
2024-05-20 20:39:35,77.18,
2024-05-20 20:39:40,77.68,
2024-05-20 20:39:45,52.06,
2024-05-20 20:39:50,56.31,
2024-05-20 20:39:55,56.75,
2024-05-20 20:40:00,69.39,
2024-05-20 20:40:05,75.99,
2024-05-20 20:40:10,67.21,
2024-05-20 20:40:15,73.62,
2024-05-20 20:40:20,58.76,
2024-05-20 20:40:25,52.05,
2024-05-20 20:40:30,56.03,
2024-05-20 20:40:35,75.44,
2024-05-20 20:40:40,50.91,
2024-05-20 20:40:45,72.02,
2024-05-20 20:40:50,84.79,
2024-05-20 20:40:55,70.11,
2024-05-20 20:41:00,66.39,
2024-05-20 20:41:05,75.11,
2024-05-20 20:41:10,59.04,
2024-05-20 20:41:15,64.5,
2024-05-20 20:41:20,66.45,
2024-05-20 20:41:25,68.25,
2024-05-20 20:41:30,53.98,
2024-05-20 20:41:35,67.68,
2024-05-20 20:41:40,54.9,
2024-05-20 20:41:45,55.72,
2024-05-20 20:41:50,53.41,
2024-05-20 20:41:55,79.62,
2024-05-20 20:42:00,62.08,
2024-05-20 20:42:05,75.98,
2024-05-20 20:42:10,50.88,
2024-05-20 20:42:15,78.63,
2024-05-20 20:42:20,82.06,
2024-05-20 20:42:25,67.56,
2024-05-20 20:42:30,72.09,
2024-05-20 20:42:35,58.84,
2024-05-20 20:42:40,84.77,
2024-05-20 20:42:45,69.93,
2024-05-20 20:42:50,75.18,
2024-05-20 20:42:55,52.32,
2024-05-20 20:43:00,77.82,
2024-05-20 20:43:05,52.7,
2024-05-20 20:43:10,75.93,
2024-05-20 20:43:15,81.61,
2024-05-20 20:43:20,62.94,
2024-05-20 20:43:25,68.12,
2024-05-20 20:43:30,63.86,
2024-05-20 20:43:35,67.75,
2024-05-20 20:43:40,64.76,
2024-05-20 20:43:45,60.56,
2024-05-20 20:43:50,54.97,
2024-05-20 20:43:55,53.1,
2024-05-20 20:44:00,68.19,
2024-05-20 20:44:05,82.7,
2024-05-20 20:44:10,61.21,
2024-05-20 20:44:15,64.85,
2024-05-20 20:44:20,70.81,
2024-05-20 20:44:25,55.96,
2024-05-20 20:44:30,73.59,1207
2024-05-20 20:44:35,60.3,
2024-05-20 20:44:40,50.17,
2024-05-20 20:44:45,69.97,
2024-05-20 20:44:50,72.93,
2024-05-20 20:44:55,78.9,
2024-05-20 20:45:00,79.73,
2024-05-20 20:45:05,50.6,
2024-05-20 20:45:10,55.68,
2024-05-20 20:45:15,65.78,
2024-05-20 20:45:20,62.74,
2024-05-20 20:45:25,53.17,
2024-05-20 20:45:30,62.45,
2024-05-20 20:45:35,56.16,
2024-05-20 20:45:40,77.27,
2024-05-20 20:45:45,63.37,
2024-05-20 20:45:50,70.91,
2024-05-20 20:45:55,59.44,
2024-05-20 20:46:00,73.63,
2024-05-20 20:46:05,64.2,
2024-05-20 20:46:10,81.07,
2024-05-20 20:46:15,79.38,
2024-05-20 20:46:20,76.84,
2024-05-20 20:46:25,66.09,
2024-05-20 20:46:30,52.23,
2024-05-20 20:46:35,81.54,
2024-05-20 20:46:40,51.59,
2024-05-20 20:46:45,53.33,
2024-05-20 20:46:50,55.54,
2024-05-20 20:46:55,62.76,
2024-05-20 20:47:00,74.82,
2024-05-20 20:47:05,63.89,
2024-05-20 20:47:10,69.31,
2024-05-20 20:47:15,51.01,
2024-05-20 20:47:20,55.56,
2024-05-20 20:47:25,57.92,
2024-05-20 20:47:30,56.19,
2024-05-20 20:47:35,56.44,
2024-05-20 20:47:40,65.91,
2024-05-20 20:47:45,52.67,
2024-05-20 20:47:50,84.12,
2024-05-20 20:47:55,51.39,
2024-05-20 20:48:00,78.64,
2024-05-20 20:48:05,74.99,
2024-05-20 20:48:10,57.9,
2024-05-20 20:48:15,55.02,
2024-05-20 20:48:20,70.1,
2024-05-20 20:48:25,72.6,
2024-05-20 20:48:30,56.83,
2024-05-20 20:48:35,60.86,
2024-05-20 20:48:40,67.49,
2024-05-20 20:48:45,53.68,
2024-05-20 20:48:50,52.78,
2024-05-20 20:48:55,72.51,
2024-05-20 20:49:00,66.9,
2024-05-20 20:49:05,74.17,
2024-05-20 20:49:10,64.3,
2024-05-20 20:49:15,56.43,
2024-05-20 20:49:20,79.2,
2024-05-20 20:49:25,67.88,
2024-05-20 20:49:30,53.98,1802
2024-05-20 20:49:35,59.38,
2024-05-20 20:49:40,50.89,
2024-05-20 20:49:45,84.61,
2024-05-20 20:49:50,68.99,
2024-05-20 20:49:55,75.92,
2024-05-20 20:50:00,55.28,
2024-05-20 20:50:05,62.41,
2024-05-20 20:50:10,50.69,
2024-05-20 20:50:15,77.88,
2024-05-20 20:50:20,80.37,
2024-05-20 20:50:25,56.74,
2024-05-20 20:50:30,64.41,
2024-05-20 20:50:35,69.73,
2024-05-20 20:50:40,80.69,
2024-05-20 20:50:45,62.89,
2024-05-20 20:50:50,82.42,
2024-05-20 20:50:55,78.96,
2024-05-20 20:51:00,70.0,
2024-05-20 20:51:05,54.09,
2024-05-20 20:51:10,51.96,
2024-05-20 20:51:15,54.24,
2024-05-20 20:51:20,54.26,
2024-05-20 20:51:25,69.6,
2024-05-20 20:51:30,62.14,
2024-05-20 20:51:35,66.12,
2024-05-20 20:51:40,54.63,
2024-05-20 20:51:45,59.0,
2024-05-20 20:51:50,79.67,
2024-05-20 20:51:55,60.11,
2024-05-20 20:52:00,53.09,
2024-05-20 20:52:05,80.67,
2024-05-20 20:52:10,82.15,
2024-05-20 20:52:15,82.49,
2024-05-20 20:52:20,53.0,
2024-05-20 20:52:25,74.38,
2024-05-20 20:52:30,59.12,
2024-05-20 20:52:35,73.64,
2024-05-20 20:52:40,61.56,
2024-05-20 20:52:45,65.91,
2024-05-20 20:52:50,56.66,
2024-05-20 20:52:55,63.59,
2024-05-20 20:53:00,56.62,
2024-05-20 20:53:05,71.35,
2024-05-20 20:53:10,83.49,
2024-05-20 20:53:15,69.69,
2024-05-20 20:53:20,73.32,
2024-05-20 20:53:25,69.59,
2024-05-20 20:53:30,76.56,
2024-05-20 20:53:35,84.44,
2024-05-20 20:53:40,58.84,
2024-05-20 20:53:45,56.63,
2024-05-20 20:53:50,80.31,
2024-05-20 20:53:55,62.8,
2024-05-20 20:54:00,80.5,
2024-05-20 20:54:05,67.22,
2024-05-20 20:54:10,61.6,
2024-05-20 20:54:15,57.55,
2024-05-20 20:54:20,72.16,
2024-05-20 20:54:25,70.48,
2024-05-20 20:54:30,79.9,1893
2024-05-20 20:54:35,78.68,
2024-05-20 20:54:40,80.26,
2024-05-20 20:54:45,80.71,
2024-05-20 20:54:50,56.83,
2024-05-20 20:54:55,62.68,
2024-05-20 20:55:00,51.45,
2024-05-20 20:55:05,56.55,
2024-05-20 20:55:10,57.24,
2024-05-20 20:55:15,81.39,
2024-05-20 20:55:20,64.49,
2024-05-20 20:55:25,69.82,
2024-05-20 20:55:30,67.84,
2024-05-20 20:55:35,52.66,
2024-05-20 20:55:40,52.86,
2024-05-20 20:55:45,65.45,
2024-05-20 20:55:50,83.07,
2024-05-20 20:55:55,84.13,
2024-05-20 20:56:00,63.79,
2024-05-20 20:56:05,67.25,
2024-05-20 20:56:10,59.86,
2024-05-20 20:56:15,61.62,
2024-05-20 20:56:20,56.47,
2024-05-20 20:56:25,70.95,
2024-05-20 20:56:30,76.78,
2024-05-20 20:56:35,51.23,
2024-05-20 20:56:40,64.81,
2024-05-20 20:56:45,82.96,
2024-05-20 20:56:50,55.0,
2024-05-20 20:56:55,59.45,
2024-05-20 20:57:00,53.55,
2024-05-20 20:57:05,79.27,
2024-05-20 20:57:10,82.87,
2024-05-20 20:57:15,70.87,
2024-05-20 20:57:20,62.23,
2024-05-20 20:57:25,50.33,
2024-05-20 20:57:30,77.08,
2024-05-20 20:57:35,84.34,
2024-05-20 20:57:40,63.45,
2024-05-20 20:57:45,71.87,
2024-05-20 20:57:50,69.16,
2024-05-20 20:57:55,63.4,
2024-05-20 20:58:00,75.57,
2024-05-20 20:58:05,81.52,
2024-05-20 20:58:10,74.62,
2024-05-20 20:58:15,79.64,
2024-05-20 20:58:20,52.38,
2024-05-20 20:58:25,83.46,
2024-05-20 20:58:30,79.47,
2024-05-20 20:58:35,76.45,
2024-05-20 20:58:40,76.54,
2024-05-20 20:58:45,78.41,
2024-05-20 20:58:50,68.94,
2024-05-20 20:58:55,65.31,
2024-05-20 20:59:00,61.69,
2024-05-20 20:59:05,77.55,
2024-05-20 20:59:10,54.8,
2024-05-20 20:59:15,68.19,
2024-05-20 20:59:20,69.73,
2024-05-20 20:59:25,77.47,
2024-05-20 20:59:30,59.39,1977
2024-05-20 20:59:35,71.23,
2024-05-20 20:59:40,73.04,
2024-05-20 20:59:45,81.31,
2024-05-20 20:59:50,50.49,
2024-05-20 20:59:55,53.99,
2024-05-20 21:00:00,50.66,
2024-05-20 21:00:05,66.25,
2024-05-20 21:00:10,51.34,
2024-05-20 21:00:15,53.51,
2024-05-20 21:00:20,73.47,
2024-05-20 21:00:25,55.77,
2024-05-20 21:00:30,67.6,
2024-05-20 21:00:35,53.56,
2024-05-20 21:00:40,59.76,
2024-05-20 21:00:45,80.15,
2024-05-20 21:00:50,61.91,
2024-05-20 21:00:55,79.01,
2024-05-20 21:01:00,60.15,
2024-05-20 21:01:05,69.67,
2024-05-20 21:01:10,64.39,
2024-05-20 21:01:15,73.65,
2024-05-20 21:01:20,60.73,
2024-05-20 21:01:25,61.15,
2024-05-20 21:01:30,76.25,
2024-05-20 21:01:35,59.32,
2024-05-20 21:01:40,74.54,
2024-05-20 21:01:45,79.55,
2024-05-20 21:01:50,80.77,
2024-05-20 21:01:55,53.81,
2024-05-20 21:02:00,82.87,
2024-05-20 21:02:05,72.0,
2024-05-20 21:02:10,65.02,
2024-05-20 21:02:15,59.64,
2024-05-20 21:02:20,66.52,
2024-05-20 21:02:25,71.22,
2024-05-20 21:02:30,83.76,
2024-05-20 21:02:35,54.67,
2024-05-20 21:02:40,84.83,
2024-05-20 21:02:45,65.84,
2024-05-20 21:02:50,74.36,
2024-05-20 21:02:55,72.49,
2024-05-20 21:03:00,54.01,
2024-05-20 21:03:05,74.47,
2024-05-20 21:03:10,65.25,
2024-05-20 21:03:15,63.78,
2024-05-20 21:03:20,52.37,
2024-05-20 21:03:25,82.81,
2024-05-20 21:03:30,78.36,
2024-05-20 21:03:35,63.98,
2024-05-20 21:03:40,66.16,
2024-05-20 21:03:45,74.05,
2024-05-20 21:03:50,79.66,
2024-05-20 21:03:55,73.16,
2024-05-20 21:04:00,60.58,
2024-05-20 21:04:05,67.38,
2024-05-20 21:04:10,81.41,
2024-05-20 21:04:15,64.9,
2024-05-20 21:04:20,67.23,
2024-05-20 21:04:25,76.3,
2024-05-20 21:04:30,84.61,1143
2024-05-20 21:04:35,52.45,
2024-05-20 21:04:40,51.19,
2024-05-20 21:04:45,74.83,
2024-05-20 21:04:50,71.85,
2024-05-20 21:04:55,72.34,
2024-05-20 21:05:00,79.72,
2024-05-20 21:05:05,67.67,
2024-05-20 21:05:10,53.0,
2024-05-20 21:05:15,70.28,
2024-05-20 21:05:20,67.43,
2024-05-20 21:05:25,82.9,
2024-05-20 21:05:30,79.54,
2024-05-20 21:05:35,63.64,
2024-05-20 21:05:40,84.67,
2024-05-20 21:05:45,69.55,
2024-05-20 21:05:50,53.2,
2024-05-20 21:05:55,56.33,
2024-05-20 21:06:00,65.03,
2024-05-20 21:06:05,50.0,
2024-05-20 21:06:10,61.8,
2024-05-20 21:06:15,63.69,
2024-05-20 21:06:20,76.7,
2024-05-20 21:06:25,66.5,
2024-05-20 21:06:30,76.91,
2024-05-20 21:06:35,57.9,
2024-05-20 21:06:40,54.42,
2024-05-20 21:06:45,79.97,
2024-05-20 21:06:50,80.16,
2024-05-20 21:06:55,75.17,
2024-05-20 21:07:00,75.23,
2024-05-20 21:07:05,82.09,
2024-05-20 21:07:10,51.49,
2024-05-20 21:07:15,53.85,
2024-05-20 21:07:20,62.26,
2024-05-20 21:07:25,62.98,
2024-05-20 21:07:30,67.11,
2024-05-20 21:07:35,65.56,
2024-05-20 21:07:40,51.31,
2024-05-20 21:07:45,62.38,
2024-05-20 21:07:50,60.64,
2024-05-20 21:07:55,68.77,
2024-05-20 21:08:00,62.42,
2024-05-20 21:08:05,52.4,
2024-05-20 21:08:10,84.3,
2024-05-20 21:08:15,69.19,
2024-05-20 21:08:20,59.42,
2024-05-20 21:08:25,56.45,
2024-05-20 21:08:30,75.0,
2024-05-20 21:08:35,79.75,
2024-05-20 21:08:40,78.17,
2024-05-20 21:08:45,62.74,
2024-05-20 21:08:50,58.66,
2024-05-20 21:08:55,75.7,
2024-05-20 21:09:00,73.54,
2024-05-20 21:09:05,59.06,
2024-05-20 21:09:10,57.51,
2024-05-20 21:09:15,69.76,
2024-05-20 21:09:20,79.71,
2024-05-20 21:09:25,80.79,
2024-05-20 21:09:30,79.71,1789
2024-05-20 21:09:35,76.49,
2024-05-20 21:09:40,82.25,
2024-05-20 21:09:45,82.65,
2024-05-20 21:09:50,69.3,
2024-05-20 21:09:55,62.71,
2024-05-20 21:10:00,71.02,
2024-05-20 21:10:05,84.66,
2024-05-20 21:10:10,75.01,
2024-05-20 21:10:15,65.29,
2024-05-20 21:10:20,62.83,
2024-05-20 21:10:25,64.77,
2024-05-20 21:10:30,51.44,
2024-05-20 21:10:35,53.54,
2024-05-20 21:10:40,52.44,
2024-05-20 21:10:45,81.45,
2024-05-20 21:10:50,66.15,
2024-05-20 21:10:55,57.16,
2024-05-20 21:11:00,50.77,
2024-05-20 21:11:05,83.64,
2024-05-20 21:11:10,69.95,
2024-05-20 21:11:15,67.83,
2024-05-20 21:11:20,57.08,
2024-05-20 21:11:25,84.77,
2024-05-20 21:11:30,74.41,
2024-05-20 21:11:35,51.7,
2024-05-20 21:11:40,59.7,
2024-05-20 21:11:45,57.73,
2024-05-20 21:11:50,83.68,
2024-05-20 21:11:55,68.23,
2024-05-20 21:12:00,62.42,
2024-05-20 21:12:05,76.19,
2024-05-20 21:12:10,56.25,
2024-05-20 21:12:15,58.58,
2024-05-20 21:12:20,71.8,
2024-05-20 21:12:25,65.73,
2024-05-20 21:12:30,78.48,
2024-05-20 21:12:35,61.97,
2024-05-20 21:12:40,54.57,
2024-05-20 21:12:45,73.68,
2024-05-20 21:12:50,71.67,
2024-05-20 21:12:55,57.02,
2024-05-20 21:13:00,74.87,
2024-05-20 21:13:05,77.67,
2024-05-20 21:13:10,50.72,
2024-05-20 21:13:15,69.27,
2024-05-20 21:13:20,75.24,
2024-05-20 21:13:25,84.77,
2024-05-20 21:13:30,56.06,
2024-05-20 21:13:35,74.22,
2024-05-20 21:13:40,60.26,
2024-05-20 21:13:45,81.18,
2024-05-20 21:13:50,83.79,
2024-05-20 21:13:55,83.29,
2024-05-20 21:14:00,73.55,
2024-05-20 21:14:05,53.95,
2024-05-20 21:14:10,66.35,
2024-05-20 21:14:15,52.93,
2024-05-20 21:14:20,74.04,
2024-05-20 21:14:25,79.35,
2024-05-20 21:14:30,79.42,1093
2024-05-20 21:14:35,78.79,
2024-05-20 21:14:40,73.66,
2024-05-20 21:14:45,76.08,
2024-05-20 21:14:50,57.96,
2024-05-20 21:14:55,83.43,
2024-05-20 21:15:00,84.82,
2024-05-20 21:15:05,57.47,
2024-05-20 21:15:10,80.18,
2024-05-20 21:15:15,83.12,
2024-05-20 21:15:20,56.72,
2024-05-20 21:15:25,70.19,
2024-05-20 21:15:30,56.76,
2024-05-20 21:15:35,82.92,
2024-05-20 21:15:40,60.57,
2024-05-20 21:15:45,69.95,
2024-05-20 21:15:50,62.77,
2024-05-20 21:15:55,82.73,
2024-05-20 21:16:00,71.42,
2024-05-20 21:16:05,57.03,
2024-05-20 21:16:10,68.81,
2024-05-20 21:16:15,83.82,
2024-05-20 21:16:20,73.07,
2024-05-20 21:16:25,66.31,
2024-05-20 21:16:30,56.67,
2024-05-20 21:16:35,61.62,
2024-05-20 21:16:40,66.45,
2024-05-20 21:16:45,59.45,
2024-05-20 21:16:50,67.97,
2024-05-20 21:16:55,67.85,
2024-05-20 21:17:00,52.17,
2024-05-20 21:17:05,64.44,
2024-05-20 21:17:10,61.88,
2024-05-20 21:17:15,70.29,
2024-05-20 21:17:20,51.93,
2024-05-20 21:17:25,59.79,
2024-05-20 21:17:30,66.62,
2024-05-20 21:17:35,76.33,
2024-05-20 21:17:40,61.58,
2024-05-20 21:17:45,62.21,
2024-05-20 21:17:50,84.18,
2024-05-20 21:17:55,66.96,
2024-05-20 21:18:00,69.88,
2024-05-20 21:18:05,72.58,
2024-05-20 21:18:10,73.79,
2024-05-20 21:18:15,72.46,
2024-05-20 21:18:20,78.48,
2024-05-20 21:18:25,81.0,
2024-05-20 21:18:30,54.23,
2024-05-20 21:18:35,61.97,
2024-05-20 21:18:40,71.73,
2024-05-20 21:18:45,76.71,
2024-05-20 21:18:50,52.37,
2024-05-20 21:18:55,78.16,
2024-05-20 21:19:00,77.29,
2024-05-20 21:19:05,57.34,
2024-05-20 21:19:10,65.44,
2024-05-20 21:19:15,63.54,
2024-05-20 21:19:20,63.98,
2024-05-20 21:19:25,52.31,
2024-05-20 21:19:30,59.35,1212
2024-05-20 21:19:35,60.43,
2024-05-20 21:19:40,80.82,
2024-05-20 21:19:45,55.46,
2024-05-20 21:19:50,50.75,
2024-05-20 21:19:55,81.88,
2024-05-20 21:20:00,81.79,
2024-05-20 21:20:05,82.65,
2024-05-20 21:20:10,64.07,
2024-05-20 21:20:15,81.94,
2024-05-20 21:20:20,79.39,
2024-05-20 21:20:25,68.47,
2024-05-20 21:20:30,77.27,
2024-05-20 21:20:35,77.53,
2024-05-20 21:20:40,56.23,
2024-05-20 21:20:45,68.61,
2024-05-20 21:20:50,52.47,
2024-05-20 21:20:55,55.99,
2024-05-20 21:21:00,54.1,
2024-05-20 21:21:05,76.35,
2024-05-20 21:21:10,76.0,
2024-05-20 21:21:15,70.9,
2024-05-20 21:21:20,67.82,
2024-05-20 21:21:25,84.13,
2024-05-20 21:21:30,79.46,
2024-05-20 21:21:35,55.59,
2024-05-20 21:21:40,77.52,
2024-05-20 21:21:45,53.79,
2024-05-20 21:21:50,79.61,
2024-05-20 21:21:55,60.73,
2024-05-20 21:22:00,76.52,
2024-05-20 21:22:05,52.02,
2024-05-20 21:22:10,76.25,
2024-05-20 21:22:15,54.77,
2024-05-20 21:22:20,80.45,
2024-05-20 21:22:25,60.55,
2024-05-20 21:22:30,53.02,
2024-05-20 21:22:35,79.36,
2024-05-20 21:22:40,62.99,
2024-05-20 21:22:45,82.95,
2024-05-20 21:22:50,55.8,
2024-05-20 21:22:55,61.92,
2024-05-20 21:23:00,50.15,
2024-05-20 21:23:05,73.63,
2024-05-20 21:23:10,83.74,
2024-05-20 21:23:15,54.03,
2024-05-20 21:23:20,77.8,
2024-05-20 21:23:25,68.58,
2024-05-20 21:23:30,57.35,
2024-05-20 21:23:35,57.89,
2024-05-20 21:23:40,62.77,
2024-05-20 21:23:45,69.78,
2024-05-20 21:23:50,66.95,
